pic_url,title,prompt_url,prompt,tag,related_urls,related_pic_urls,related_titles
https://promptlibrary.org/wp-content/uploads/2023/06/Artistic-Masterpieces-in-Various-Styles-midjourney-prompt-1.jpg,Artistic Masterpieces in Various Styles,https://promptlibrary.org/midjourney/artistic-masterpieces-in-various-styles-2/,"an art sculpture of the bearded man with a beard sitting in a colorful body of water, in the style of craig mullins, close - up, hercules seghers, vibrant impasto brushstrokes, kieron gillen, neo - geo, heistcore - western ivan fedorovich choultse, yoann lossel, rtx on, close - up intensity, light violet and red, ue5 ::5.2 d& d, slovenian paintings, marvel comics, epic portraiture, 8k ::6 a man, in robes, is waiting for someone from a large building, in the style of marc silvestri, otherworldly illustrations, dark and intricate, glassy translucence, daniel f. gerhartz, brothers hildebrandt, red and blue in the style of aestheticized violence vandalizing publicity iridescent: two pictures of people playing gaming on computers vhs in the style of gothic references, somber religious works in the style of todd schorr - vibrant realism, inventive character designs, queencore, thechamba, rtx on, epic portraiture, highly realistic ::5 cinematic ::1 an catholic sculpture of queer trans jesus in the style of colorful fantasy realism ::1 queer academia, heavy inking, richly colored skies, retrowave - dramatic a somber religious works - i can't believe how beautiful this is - staining - germanic art ::1 elegant - golden ratio - elite - highly detailed - color triad, dynamic composition, ultra resolution, extra wide shot, digital art, world made of light, soft lighting, Unreal Engine, depth of field, full hd photo, HDR, high resolution photography, macro photography, beautiful highlights, art, photoshop, studio setting, simple, neutral, grainy, matte, vogue style ::4 Canon EOS 5D Mar DSLR k IV, f/ 2. 8, ISO 100, 1/ 100 sec, RAW ::1 --ar 2:3 --c 100 --s 1000 --style raw --q 0.5 --iw 0.75  --v 5.1","['1/100 sec', 'aestheticized violence', 'art sculpture', 'bearded man', 'beautiful highlights', 'Brothers Hildebrandt', 'Canon EOS 5D Mark IV', 'Catholic sculpture', 'cinematic', 'close-up', 'close-up intensity', 'color triad', 'colorful body of water', 'colorful fantasy realism', 'Craig Mullins', 'Daniel F Gerhartz', 'dark and intricate', 'depth of field', 'digital art', 'dynamic composition', 'elegant', 'elite', 'epic portraiture', 'extra wide shot', 'f/28', 'full hd photo', 'gaming', 'Germanic art', 'glassy translucence', 'golden ratio', 'gothic references', 'grainy', 'HDR', 'heavy inking', 'heistcore-western', 'hercules seghers', 'high resolution photography', 'highly detailed', 'highly realistic', 'inventive character designs', 'iridescent', 'ISO 100', 'Ivan Fedorovich Choultse', 'Kieron Gillen', 'macro photography', 'Marc Silvestri', 'marvel comics', 'matte', 'Neo-Geo', 'neutral', 'Otherworldly Illustrations', 'photoshop', 'queencore', 'queer academia', 'queer trans Jesus', 'Raw', 'retrowave', 'richly colored skies', 'RTX on', 'simple', 'Slovenian paintings', 'soft lighting', 'somber religious works', 'studio setting', 'TheChamba', 'Todd Schorr', 'ultra resolution', 'Unreal Engine', 'vandalizing publicity', 'VHS', 'vibrant impasto brushstrokes', 'vibrant realism', 'Vogue style', 'world made of light', 'yoann lossel']","['https://promptlibrary.org/midjourney/mechanical-hottie-a-cyberpunk-masterpiece/', 'https://promptlibrary.org/midjourney/cute-cat-girl-with-rabbit-ears/', 'https://promptlibrary.org/midjourney/ceres-sci-fi-cinematic-masterpiece/', 'https://promptlibrary.org/midjourney/vibrant-clownfish-in-anemone/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Mechanical-Hottie-A-Cyberpunk-Masterpiece-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Cute-Cat-Girl-with-Rabbit-Ears-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/CERES-Sci-Fi-Cinematic-Masterpiece-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Vibrant-Clownfish-in-Anemone-midjourney-prompt.png']","['Mechanical Hottie A Cyberpunk Masterpiece', 'Cute Cat Girl with Rabbit Ears', 'CERES Sci-Fi Cinematic Masterpiece', 'Vibrant Clownfish in Anemone']"
https://promptlibrary.org/wp-content/uploads/2023/06/Colorful-Wall-Art-Mockup-midjourney-prompt.jpg,Colorful Wall Art Mockup,https://promptlibrary.org/midjourney/colorful-wall-art-mockup/,"small wall art mock up, colorful, tan and light blue, high quality ","['art print', 'Colorful', 'digital art', 'graphic design', 'high quality', 'home decor', 'interior design', 'light blue', 'mock up', 'modern art', 'print design', 'product mockup', 'tan', 'wall decor']","['https://promptlibrary.org/midjourney/fantasypunk-masked-character-illustration/', 'https://promptlibrary.org/midjourney/minimal-moon-sea-art/', 'https://promptlibrary.org/midjourney/lama-vector-portrait-art/', 'https://promptlibrary.org/midjourney/3d-strawberry-icon-renders/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Fantasypunk-Masked-Character-Illustration-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Minimal-Moon-Sea-Art-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Lama-Vector-Portrait-Art-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/3D-Strawberry-Icon-Renders-midjourney-prompt.png']","['Fantasypunk Masked Character Illustration', 'Minimal Moon Sea Art', 'Lama Vector Portrait Art', '3D Strawberry Icon Renders']"
https://promptlibrary.org/wp-content/uploads/2023/06/Artistic-Masterpieces-in-Various-Styles-midjourney-prompt.jpg,Artistic Masterpieces in Various Styles,https://promptlibrary.org/midjourney/artistic-masterpieces-in-various-styles/,"an art sculpture of the bearded man with a beard sitting in a colorful body of water, in the style of craig mullins, close - up, hercules seghers, vibrant impasto brushstrokes, kieron gillen, neo - geo, heistcore - western ivan fedorovich choultse, yoann lossel, rtx on, close - up intensity, light violet and red, ue5 ::5.2 d& d, slovenian paintings, marvel comics, epic portraiture, 8k ::6 a man, in robes, is waiting for someone from a large building, in the style of marc silvestri, otherworldly illustrations, dark and intricate, glassy translucence, daniel f. gerhartz, brothers hildebrandt, red and blue in the style of aestheticized violence vandalizing publicity iridescent: two pictures of people playing gaming on computers vhs in the style of gothic references, somber religious works in the style of todd schorr - vibrant realism, inventive character designs, queencore, thechamba, rtx on, epic portraiture, highly realistic ::5 cinematic ::1 an catholic sculpture of queer trans jesus in the style of colorful fantasy realism ::1 queer academia, heavy inking, richly colored skies, retrowave - dramatic a somber religious works - i can't believe how beautiful this is - staining - germanic art ::1 elegant - golden ratio - elite - highly detailed - color triad, dynamic composition, ultra resolution, extra wide shot, digital art, world made of light, soft lighting, Unreal Engine, depth of field, full hd photo, HDR, high resolution photography, macro photography, beautiful highlights, art, photoshop, studio setting, simple, neutral, grainy, matte, vogue style ::4 Canon EOS 5D Mar DSLR k IV, f/ 2. 8, ISO 100, 1/ 100 sec, RAW ::1 --ar 2:3 --c 100 --s 1000 --style raw --q 0.5 --iw 0.75  --v 5.1","['1/100 sec', 'aestheticized violence', 'art sculpture', 'bearded man', 'Brothers Hildebrandt', 'Canon EOS 5D Mark IV', 'Catholic sculpture', 'cinematic', 'close-up', 'close-up intensity', 'color triad', 'colorful body of water', 'colorful fantasy realism', 'computers', 'Craig Mullins', 'Daniel F Gerhartz', 'dark and intricate', 'depth of field', 'digital art', 'dynamic composition', 'elegant', 'elite', 'epic portraiture', 'extra wide shot', 'f/28', 'full hd photo', 'gaming', 'Germanic art', 'glassy translucence', 'golden ratio', 'gothic references', 'grainy', 'HDR', 'heavy inking', 'heistcore-western', 'hercules seghers', 'high resolution photography', 'highly detailed', 'highly realistic', 'inventive character designs', 'iridescent', 'ISO 100', 'Ivan Fedorovich Choultse', 'Kieron Gillen', 'light violet', 'macro photography', 'Marc Silvestri', 'marvel comics', 'matte', 'Neo-Geo', 'neutral', 'Otherworldly Illustrations', 'queencore', 'queer academia', 'queer trans Jesus', 'Raw', 'red', 'retrowave', 'richly colored skies', 'RTX on', 'simple', 'Slovenian paintings', 'soft lighting', 'somber religious works', 'staining', 'studio setting', 'TheChamba', 'Todd Schorr', 'ultra resolution', 'Unreal Engine', 'vandalizing publicity', 'VHS', 'vibrant impasto brushstrokes', 'vibrant realism', 'Vogue style', 'world made of light', 'yoann lossel']","['https://promptlibrary.org/midjourney/mechanical-hottie-a-cyberpunk-masterpiece/', 'https://promptlibrary.org/midjourney/cute-cat-girl-with-rabbit-ears/', 'https://promptlibrary.org/midjourney/ceres-sci-fi-cinematic-masterpiece/', 'https://promptlibrary.org/midjourney/vibrant-clownfish-in-anemone/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Mechanical-Hottie-A-Cyberpunk-Masterpiece-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Cute-Cat-Girl-with-Rabbit-Ears-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/CERES-Sci-Fi-Cinematic-Masterpiece-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Vibrant-Clownfish-in-Anemone-midjourney-prompt.png']","['Mechanical Hottie A Cyberpunk Masterpiece', 'Cute Cat Girl with Rabbit Ears', 'CERES Sci-Fi Cinematic Masterpiece', 'Vibrant Clownfish in Anemone']"
https://promptlibrary.org/wp-content/uploads/2023/06/South-Indian-Beauty-in-Red-midjourney-prompt.jpg,South Indian Beauty in Red,https://promptlibrary.org/midjourney/south-indian-beauty-in-red/,"Aswathy, South Indian woman, age 25, wearing a red saree, and long sleeve blouse, simple beauty, beautiful, happy face, smiling, full body, full saree, digital art, webtoon art, comic art style ","['age 25', 'beautiful', 'comic art style', 'digital art', 'Full body', 'happy face', 'smiling']","['https://promptlibrary.org/midjourney/bathhouse-body-cinematic-masterpiece/', 'https://promptlibrary.org/midjourney/perfect-18-year-old-body/', 'https://promptlibrary.org/midjourney/large-tiger-in-naive-realism/', 'https://promptlibrary.org/midjourney/victorian-cyberpop-goddess/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Bathhouse-Body-Cinematic-Masterpiece-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Perfect-18-Year-Old-Body-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Large-Tiger-in-Naive-Realism-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Victorian-Cyberpop-Goddess-midjourney-prompt.png']","['Bathhouse Body Cinematic Masterpiece', 'Perfect 18-Year-Old Body', 'Large Tiger in Naive Realism', 'Victorian Cyberpop Goddess']"
https://promptlibrary.org/wp-content/uploads/2023/06/Cute-Doctor-Sphinx-Cat-midjourney-prompt.jpg,Cute Doctor Sphinx Cat,https://promptlibrary.org/midjourney/cute-doctor-sphinx-cat/,slightly cartoonish and cute sphinx cat in a doctor suit with round cute paws ,"['adorable', 'animal', 'cartoonish', 'character', 'cute', 'digital art', 'doctor', 'feline', 'illustration', 'medical', 'pet', 'sphinx cat', 'whimsical']","['https://promptlibrary.org/midjourney/reptile-human-bokeh-photography/', 'https://promptlibrary.org/midjourney/tiger-battle-in-africa-heat/', 'https://promptlibrary.org/midjourney/pastel-fox-tee-design/', 'https://promptlibrary.org/midjourney/fox-in-tuxedo-cocktail-shirt/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Reptile-Human-Bokeh-Photography-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Tiger-Battle-in-Africa-Heat-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Pastel-Fox-Tee-Design-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Fox-in-Tuxedo-Cocktail-Shirt-midjourney-prompt.png']","['Reptile Human Bokeh Photography', 'Tiger Battle in Africa Heat', 'Pastel Fox Tee Design', 'Fox in Tuxedo Cocktail Shirt']"
https://promptlibrary.org/wp-content/uploads/2023/06/Glimmering-Snowflake-Lady-Transformation-midjourney-prompt.jpg,Glimmering Snowflake Lady Transformation,https://promptlibrary.org/midjourney/glimmering-snowflake-lady-transformation/,"Image of the back of a white lady with a snow flake, in the style of glimmering transformation, dreamlike illustrations, unreal engine, delicate flowers, yanjun cheng, glowing lights, exquisite clothing detail -  - s 250 ","['back view', 'beauty', 'delicate flowers', 'digital art', 'dreamlike illustrations', 'exquisite clothing detail', 'fantasy', 'glimmering transformation', 'glowing lights', 'surrealism', 'Unreal Engine', 'winter', 'yanjun cheng']","['https://promptlibrary.org/midjourney/comprehensive-dnd-map-epic-fantasy/', 'https://promptlibrary.org/midjourney/yharnams-epic-fantasy-map/', 'https://promptlibrary.org/midjourney/chaos-karen-beautiful-warrior/', 'https://promptlibrary.org/midjourney/magic-tavern-tournament-unrealized/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Comprehensive-DND-Map-Epic-Fantasy-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Yharnams-Epic-Fantasy-Map-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Chaos-Karen-Beautiful-Warrior-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Magic-Tavern-Tournament-Unrealized-midjourney-prompt.png']","['Comprehensive DND Map Epic Fantasy', 'Yharnams Epic Fantasy Map', 'Chaos Karen Beautiful Warrior', 'Magic Tavern Tournament Unrealized']"
https://promptlibrary.org/wp-content/uploads/2023/06/Cute-Seth-in-Cartoon-Style-midjourney-prompt.jpg,Cute Seth in Cartoon Style,https://promptlibrary.org/midjourney/cute-seth-in-cartoon-style/,cute cartoon style Egyptian god Seth --v 5,"['ancient Egypt', 'Cartoon', 'character design', 'cute', 'deities', 'digital art', 'Egyptian Mythology', 'fantasy', 'God', 'illustration', 'mythology', 'mythology art']","['https://promptlibrary.org/midjourney/mechanical-hottie-a-cyberpunk-masterpiece/', 'https://promptlibrary.org/midjourney/triggers-kawaii-fashion-epic/', 'https://promptlibrary.org/midjourney/minimal-moon-sea-art/', 'https://promptlibrary.org/midjourney/medieval-infantry-trio-illustration/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Mechanical-Hottie-A-Cyberpunk-Masterpiece-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Triggers-Kawaii-Fashion-Epic-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Minimal-Moon-Sea-Art-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Medieval-Infantry-Trio-Illustration-midjourney-prompt.png']","['Mechanical Hottie A Cyberpunk Masterpiece', 'Triggers Kawaii Fashion Epic', 'Minimal Moon Sea Art', 'Medieval Infantry Trio Illustration']"
https://promptlibrary.org/wp-content/uploads/2023/06/Interior-Forest-Photorealistic-Surrealism-midjourney-prompt.jpg,Interior Forest Photorealistic Surrealism,https://promptlibrary.org/midjourney/interior-forest-photorealistic-surrealism/,"interior forester Tear structure, photorealistic rendering, alien architecture, technological landscape, surrealism, architectural utopia, clay render, 32k uhd --q 2 --s 750","['32k uhd', '3D modeling', 'alien architecture', 'architecture', 'clay render', 'digital art', 'forestry', 'interior design', 'landscape', 'photorealistic rendering', 'surrealism', 'Technology', 'utopia', 'visualization']","['https://promptlibrary.org/midjourney/busy-girl-multiple-phones/', 'https://promptlibrary.org/midjourney/futuristic-flying-hot-wheels-car/', 'https://promptlibrary.org/midjourney/floating-pod-parking-structure/', 'https://promptlibrary.org/midjourney/dry-venice-robot-pizza-ride/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Busy-Girl-Multiple-Phones-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Futuristic-Flying-Hot-Wheels-Car-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Floating-Pod-Parking-Structure-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Dry-Venice-Robot-Pizza-Ride-midjourney-prompt.png']","['Busy Girl Multiple Phones', 'Futuristic Flying Hot Wheels Car', 'Floating Pod Parking Structure', 'Dry Venice Robot Pizza Ride']"
https://promptlibrary.org/wp-content/uploads/2023/06/Blue-AI-Illustration-in-8K-midjourney-prompt.jpg,Blue AI Illustration in 8K,https://promptlibrary.org/midjourney/blue-ai-illustration-in-8k/,"Display illustration of artificial intelligence, blue tone, 8k, --ar 16:7 --q 2 --c 90 --s 750 --v 5.1","['8K', 'AI', 'artificial intelligence', 'blue tone', 'computer science', 'digital art', 'display', 'futuristic', 'high resolution', 'illustration', 'innovation', 'machine learning', 'modern', 'robotics', 'Technology']","['https://promptlibrary.org/midjourney/mechanical-hottie-a-cyberpunk-masterpiece/', 'https://promptlibrary.org/midjourney/triggers-kawaii-fashion-epic/', 'https://promptlibrary.org/midjourney/minimal-moon-sea-art/', 'https://promptlibrary.org/midjourney/medieval-infantry-trio-illustration/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Mechanical-Hottie-A-Cyberpunk-Masterpiece-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Triggers-Kawaii-Fashion-Epic-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Minimal-Moon-Sea-Art-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Medieval-Infantry-Trio-Illustration-midjourney-prompt.png']","['Mechanical Hottie A Cyberpunk Masterpiece', 'Triggers Kawaii Fashion Epic', 'Minimal Moon Sea Art', 'Medieval Infantry Trio Illustration']"
https://promptlibrary.org/wp-content/uploads/2023/06/8K-Fearless-Beauty-midjourney-prompt.jpg,8K Fearless Beauty,https://promptlibrary.org/midjourney/8k-fearless-beauty/,"a beautiful young woman facing her fears, hyper detailed, photorealistic, 8k --ar 9:16  --uplight --s 750 --q 2","['8K', 'anxiety', 'beautiful', 'contemporary art', 'digital art', 'Fine Art', 'high resolution', 'hyper-detailed', 'mental health', 'photorealistic', 'portrait', 'realism', 'young woman']","['https://promptlibrary.org/midjourney/triggers-kawaii-fashion-epic/', 'https://promptlibrary.org/midjourney/sky-pirates-stunning-illustration/', 'https://promptlibrary.org/midjourney/chaos-karen-beautiful-warrior/', 'https://promptlibrary.org/midjourney/trailer-park-diner-queen/']","['https://promptlibrary.org/wp-content/uploads/2023/06/Triggers-Kawaii-Fashion-Epic-midjourney-prompt-1.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Sky-Pirates-Stunning-Illustration-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Chaos-Karen-Beautiful-Warrior-midjourney-prompt.png', 'https://promptlibrary.org/wp-content/uploads/2023/06/Trailer-Park-Diner-Queen-midjourney-prompt.png']","['Triggers Kawaii Fashion Epic', 'Sky Pirates Stunning Illustration', 'Chaos Karen Beautiful Warrior', 'Trailer Park Diner Queen']"
